city,country,lat,lon,temp,humidity,cloudiness,wind speed
Eldorado,BR,-23.79,-54.28,94.3,30,2,6.46
Kasempa,ZM,-13.46,25.83,71.47,74,95,3.58
Bull Savanna,JM,17.89,-77.59,84.38,65,85,5.73
Luganville,VU,-15.53,167.17,75.2,100,75,2.06
Miles City,US,46.41,-105.84,39.2,80,1,4.7
Chenzhou,CN,25.8,113.03,67.59,88,100,2.77
Gombong,ID,-7.61,109.51,60.15,88,97,4.85
Huanta,PE,-12.93,-74.25,66.2,37,40,2.24
Olafsvik,IS,64.89,-23.71,46.02,86,100,24.02
Aripuanã,BR,-9.17,-60.63,101.39,29,41,3.47
Hualmay,PE,-11.1,-77.61,68.74,67,34,9.35
Asti,IT,44.9,8.21,61.25,41,2,4.0
Honningsvåg,NO,70.98,25.97,37.4,69,75,4.7
Nemuro,JP,43.32,145.57,55.6,77,82,9.04
Rosetta,EG,31.4,30.42,80.6,57,0,8.05
Vao,NC,-22.67,167.48,72.64,89,3,12.84
Zharkent,KZ,44.16,80.0,47.59,50,0,3.29
Quatre Cocos,MU,-20.21,57.76,75.09,83,75,8.05
Rockingham,US,42.97,-71.1,48.9,90,100,1.99
Sapa,PH,5.15,120.32,80.98,76,93,1.54
Nuuk,GL,64.18,-51.72,41.0,75,75,24.16
Riyadh,SA,24.69,46.72,86.0,15,0,5.82
Arteaga,MX,18.47,-102.42,76.41,67,16,3.18
Saint-Estève,FR,42.71,2.84,66.09,42,34,26.4
Verkhoyansk,RU,67.54,133.38,14.92,94,94,2.01
Saint-Michel-des-Saints,CA,46.68,-73.92,42.28,93,100,10.11
Hope,US,33.67,-93.59,66.49,59,1,4.7
Kidal,ML,18.44,1.41,102.22,11,0,5.95
Ugoofaaru,MV,5.67,73.0,83.61,76,63,23.13
Itarema,BR,-2.92,-39.92,87.33,53,16,19.6
Stornoway,GB,58.21,-6.39,51.89,76,75,18.34
Outlook,CA,51.5,-107.05,41.47,65,0,17.02
Kamenka,RU,51.32,42.77,57.99,65,97,9.33
Saint Anthony,US,45.02,-93.22,55.15,50,1,18.34
Iranshahr,IR,27.2,60.68,78.8,4,0,11.41
Nekhayevskiy,RU,50.41,41.76,60.01,66,99,1.01
Palu,ID,-0.89,119.87,76.05,80,64,3.24
Akdepe,TM,42.06,59.38,58.12,24,0,4.7
Newport,GB,51.59,-3.0,53.82,72,50,1.01
Neuquén,AR,-38.95,-68.06,75.2,25,0,8.05
Alyangula,AU,-13.85,136.42,77.0,94,25,4.7
Biltine,TD,14.53,20.92,97.72,13,0,2.86
Örebro,SE,59.27,15.21,49.37,66,32,4.7
Mount Isa,AU,-20.73,139.5,77.0,47,1,11.41
Sampit,ID,-2.53,112.95,76.73,94,64,2.48
Gashua,NG,12.87,11.05,100.26,17,0,8.23
Am Timan,TD,11.03,20.28,84.06,64,69,5.73
Vostok,RU,46.49,135.88,32.29,96,81,8.1
Nuevo Progreso,MX,23.17,-97.95,79.0,84,58,1.99
Udachny,RU,66.42,112.4,15.8,78,5,2.24
Wanning,CN,18.8,110.4,77.22,91,100,16.37
Noumea,NC,-22.28,166.46,71.6,83,75,2.24
Whyalla,AU,-33.03,137.58,59.0,87,0,2.71
Broken Hill,AU,-31.95,141.43,68.0,37,0,9.17
Hasaki,JP,35.73,140.83,64.94,77,20,6.93
Wajid,SO,3.81,43.25,81.54,66,100,4.0
Acajutla,SV,13.59,-89.83,82.87,62,75,2.21
Nizwá,OM,22.93,57.53,78.66,17,0,8.19
Fairbanks,US,64.84,-147.72,24.1,53,90,3.36
Gamba,GA,-2.65,10.0,77.31,80,24,11.21
Grand-Santi,GF,4.25,-54.38,98.29,30,38,3.96
Las Cruces,US,32.31,-106.78,69.42,16,1,1.21
Caledon,ZA,-34.23,19.43,64.0,58,53,1.01
Pontefract,GB,53.69,-1.31,52.77,83,82,3.0
Palm Coast,US,29.59,-81.21,81.36,69,1,5.82
Sorong,ID,-0.88,131.25,79.05,85,100,6.71
Peniche,PT,39.36,-9.38,65.73,71,32,15.99
Kirakira,SB,-10.45,161.92,78.71,79,100,4.27
Yen Bai,VN,21.7,104.87,74.52,88,98,2.75
Husavik,IS,66.04,-17.34,51.8,53,12,18.34
Capoterra,IT,39.18,8.97,67.17,56,40,11.41
Hervey Bay,AU,-25.3,152.85,64.83,72,8,8.05
Waipawa,NZ,-41.41,175.52,53.69,71,36,24.16
Yamada,JP,39.47,141.95,54.28,76,94,5.14
Yei,SS,4.09,30.68,69.6,91,23,0.72
Guiratinga,BR,-16.35,-53.76,100.0,25,10,6.53
Panzhihua,CN,26.59,101.71,70.0,71,33,0.98
Ibrā’,OM,22.69,58.53,77.18,17,0,9.01
Ostrovnoy,RU,68.05,39.51,37.15,79,78,10.2
Kulhudhuffushi,MV,6.62,73.07,83.37,77,77,22.21
Guerrero Negro,MX,27.98,-114.06,83.05,41,95,9.84
Bouar,CF,5.93,15.6,74.53,89,48,1.36
Cloquet,US,46.72,-92.46,51.58,57,40,16.11
Westport,US,41.14,-73.36,56.8,93,90,18.34
Buin,CL,-33.73,-70.75,74.71,40,25,3.36
Nicoya,CR,10.15,-85.45,80.6,88,75,6.93
Sambava,MG,-14.27,50.17,75.27,82,4,8.37
Fort Nelson,CA,58.81,-122.7,30.2,92,90,6.93
Chazuta,PE,-6.57,-76.14,80.6,74,75,13.87
Mujiayingzi,CN,42.12,118.78,32.09,67,26,2.46
La Grande,US,45.32,-118.09,52.03,50,90,17.22
Rabat,MA,33.99,-6.84,69.82,68,0,8.05
Pa Daet,TH,19.5,99.99,73.72,94,20,2.24
São Geraldo do Araguaia,BR,-6.4,-48.55,95.56,33,39,5.06
Honāvar,IN,14.28,74.45,75.85,90,100,2.55
Vasto,IT,42.12,14.71,51.01,89,99,5.48
Mirzāpur,IN,25.15,82.58,86.0,66,31,3.36
Southbridge,US,42.08,-72.03,52.99,98,100,12.59
Bonfim,BR,3.08,-59.95,92.46,44,41,7.72
Chumikan,RU,54.72,135.31,33.55,85,93,18.86
Anchorage,US,61.22,-149.9,35.73,80,75,3.06
Puerto Maldonado,PE,-12.6,-69.18,89.6,62,97,2.24
Shitanjing,CN,39.23,106.34,45.68,50,100,2.86
Richards Bay,ZA,-28.78,32.04,70.81,66,0,17.43
Machalí,CL,-34.18,-70.67,77.05,36,2,5.7
Semey,KZ,50.41,80.23,47.37,59,93,2.64
Phalaborwa,ZA,-23.94,31.14,84.2,32,0,8.05
Lodwar,KE,3.12,35.6,90.19,40,65,12.64
Dingle,PH,11.0,122.67,76.19,86,92,3.8
Banamba,ML,13.55,-7.45,95.5,28,84,4.38
Severnyy,RU,50.68,36.55,64.4,68,100,4.47
Faya,SA,18.39,42.45,67.1,72,40,8.05
Dhidhdhoo,MV,6.88,73.1,83.21,77,86,22.5
Petatlán,MX,17.52,-101.27,84.2,70,5,1.57
Chivay,PE,-15.64,-71.6,56.08,40,94,6.4
Tsabong,BW,-26.02,22.4,85.62,14,0,3.6
Artyom,AZ,40.47,50.33,64.4,72,0,13.87
